CAUSA_DEF,2015,2016,2017,2018,2019,2020,2021,2022,2023
W095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
W098,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
W099,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
W100,185.0,172.0,128.0,106.0,112.0,99.0,92.0,116.0,128.0
W101,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0
W102,2.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0
W103,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
W104,9.0,22.0,11.0,6.0,10.0,2.0,6.0,11.0,12.0
W105,5.0,7.0,4.0,7.0,5.0,4.0,3.0,4.0,4.0
W106,5.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0
W107,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0
W108,22.0,18.0,13.0,15.0,13.0,9.0,11.0,6.0,17.0
W109,24.0,21.0,20.0,26.0,17.0,16.0,17.0,22.0,33.0
W110,2.0,5.0,3.0,5.0,9.0,7.0,7.0,9.0,28.0
W111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W114,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0
W115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0
W116,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0
W117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
W118,3.0,3.0,0.0,2.0,1.0,2.0,4.0,1.0,6.0
W119,3.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0
W120,4.0,11.0,4.0,10.0,8.0,7.0,3.0,4.0,11.0
W122,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
W123,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
W124,6.0,1.0,12.0,5.0,3.0,2.0,3.0,0.0,1.0
W125,0.0,6.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0
W126,12.0,10.0,6.0,12.0,4.0,4.0,7.0,4.0,9.0
W127,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W128,7.0,5.0,6.0,6.0,5.0,8.0,2.0,5.0,3.0
W129,1.0,4.0,2.0,5.0,1.0,6.0,7.0,1.0,4.0
W130,146.0,144.0,125.0,101.0,106.0,99.0,115.0,127.0,145.0
W131,0.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,0.0
W132,3.0,5.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0
W133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
W134,56.0,58.0,39.0,33.0,38.0,27.0,32.0,27.0,34.0
W135,10.0,15.0,10.0,8.0,10.0,3.0,6.0,8.0,10.0
W136,36.0,33.0,26.0,19.0,21.0,14.0,17.0,20.0,20.0
W137,4.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,5.0
W138,44.0,43.0,28.0,36.0,27.0,19.0,23.0,28.0,37.0
W139,17.0,12.0,24.0,23.0,23.0,28.0,29.0,23.0,30.0
W140,15.0,25.0,23.0,14.0,11.0,15.0,12.0,20.0,15.0
W141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W142,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W144,7.0,9.0,9.0,7.0,3.0,8.0,10.0,6.0,11.0
W145,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
W146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W147,16.0,23.0,17.0,21.0,19.0,17.0,8.0,7.0,10.0
W148,6.0,12.0,8.0,8.0,8.0,6.0,8.0,4.0,6.0
W149,7.0,4.0,8.0,3.0,2.0,11.0,15.0,7.0,14.0
W150,1.0,3.0,5.0,2.0,7.0,4.0,1.0,3.0,2.0
W153,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W154,27.0,16.0,20.0,16.0,20.0,20.0,13.0,13.0,18.0
W155,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
W156,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
W157,17.0,15.0,16.0,15.0,12.0,8.0,13.0,9.0,6.0
W158,28.0,37.0,42.0,29.0,24.0,27.0,18.0,14.0,23.0
W159,5.0,4.0,3.0,5.0,3.0,4.0,7.0,7.0,10.0
W160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
W164,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
W166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W167,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
W168,4.0,5.0,4.0,1.0,6.0,7.0,5.0,0.0,1.0
W169,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
W170,144.0,166.0,119.0,92.0,113.0,85.0,97.0,73.0,82.0
W171,2.0,0.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0
W172,7.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0,4.0
W173,3.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0
W174,86.0,86.0,70.0,69.0,57.0,48.0,48.0,80.0,74.0
W175,10.0,17.0,10.0,10.0,18.0,10.0,6.0,10.0,15.0
W176,65.0,52.0,47.0,49.0,27.0,39.0,38.0,30.0,40.0
W177,27.0,29.0,23.0,18.0,17.0,14.0,18.0,11.0,20.0
W178,95.0,98.0,75.0,64.0,64.0,54.0,51.0,47.0,55.0
W179,48.0,53.0,47.0,55.0,55.0,54.0,77.0,89.0,102.0
W180,288.0,294.0,232.0,214.0,170.0,166.0,181.0,192.0,270.0
W181,1.0,0.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0
W182,4.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,6.0
W183,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
W184,139.0,131.0,106.0,90.0,82.0,63.0,57.0,73.0,109.0
W185,8.0,8.0,10.0,6.0,7.0,2.0,6.0,6.0,8.0
W186,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,0.0
W187,6.0,10.0,8.0,8.0,7.0,2.0,9.0,6.0,11.0
W188,34.0,31.0,33.0,23.0,21.0,20.0,17.0,20.0,45.0
W189,112.0,113.0,104.0,117.0,113.0,110.0,104.0,113.0,149.0
W190,323.0,283.0,353.0,315.0,310.0,278.0,324.0,301.0,228.0
W191,6.0,4.0,5.0,6.0,6.0,3.0,6.0,3.0,2.0
W192,4.0,5.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0
W193,5.0,7.0,0.0,5.0,2.0,0.0,1.0,1.0,4.0
W194,152.0,124.0,136.0,140.0,126.0,106.0,122.0,101.0,89.0
W195,14.0,10.0,17.0,18.0,19.0,12.0,10.0,14.0,14.0
W196,28.0,36.0,39.0,33.0,38.0,24.0,20.0,32.0,33.0
W197,15.0,8.0,15.0,20.0,15.0,11.0,13.0,5.0,16.0
W198,84.0,99.0,99.0,102.0,83.0,75.0,94.0,68.0,73.0
W199,142.0,161.0,175.0,191.0,203.0,170.0,207.0,158.0,160.0
W200,50.0,59.0,49.0,42.0,25.0,31.0,28.0,24.0,33.0
W201,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
W202,7.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,7.0
W203,1.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0
W204,54.0,48.0,36.0,28.0,26.0,28.0,25.0,36.0,36.0
W205,4.0,8.0,3.0,10.0,1.0,1.0,5.0,3.0,6.0
W206,48.0,42.0,43.0,28.0,28.0,20.0,31.0,25.0,28.0
W207,22.0,21.0,19.0,20.0,27.0,28.0,24.0,27.0,16.0
W208,48.0,41.0,36.0,25.0,27.0,32.0,26.0,30.0,36.0
W209,7.0,16.0,10.0,18.0,24.0,19.0,22.0,19.0,23.0
W213,1.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
W214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
W220,8.0,4.0,6.0,1.0,4.0,2.0,2.0,6.0,2.0
W221,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
W224,10.0,9.0,4.0,6.0,7.0,8.0,15.0,5.0,6.0
W225,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
W226,4.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0
W227,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0
W228,3.0,2.0,4.0,3.0,0.0,5.0,2.0,3.0,0.0
W229,6.0,1.0,4.0,3.0,9.0,4.0,12.0,3.0,5.0
W230,0.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0
W231,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
W233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W234,3.0,2.0,7.0,3.0,2.0,2.0,2.0,7.0,5.0
W235,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
W236,6.0,4.0,3.0,4.0,5.0,1.0,3.0,6.0,9.0
W237,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
W238,2.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0
W239,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
W240,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0
W242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W244,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0
W245,1.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0
W246,3.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0
W247,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W248,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
W249,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
W250,2.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,4.0
W254,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W255,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W256,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W258,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
W259,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
W260,15.0,8.0,15.0,12.0,12.0,25.0,11.0,8.0,7.0
W261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W262,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W264,21.0,24.0,22.0,1.0,4.0,1.0,2.0,2.0,0.0
W265,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
W267,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
W268,10.0,12.0,10.0,4.0,5.0,4.0,6.0,5.0,2.0
W269,35.0,35.0,26.0,73.0,76.0,110.0,99.0,94.0,91.0
W270,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
W272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W274,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
W279,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
W287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W290,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0
W294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
W296,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0
W297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
W298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W299,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
W300,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W306,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
W307,7.0,3.0,8.0,7.0,3.0,5.0,2.0,2.0,2.0
W308,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
W309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
W310,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0
W312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W313,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
W314,8.0,6.0,6.0,3.0,1.0,1.0,1.0,3.0,6.0
W315,1.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0
W316,9.0,26.0,20.0,13.0,12.0,13.0,13.0,12.0,17.0
W317,4.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0
W318,6.0,4.0,5.0,4.0,1.0,3.0,5.0,2.0,2.0
W319,1.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,7.0
W320,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
W322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
W325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W329,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
W330,4.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0
W334,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
W337,8.0,6.0,2.0,5.0,1.0,3.0,2.0,5.0,3.0
W338,4.0,5.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0
W339,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0
W340,72.0,68.0,64.0,52.0,77.0,81.0,56.0,98.0,84.0
W341,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
W342,3.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0
W343,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
W344,185.0,251.0,181.0,99.0,77.0,89.0,102.0,144.0,249.0
W345,2.0,3.0,0.0,5.0,3.0,1.0,3.0,3.0,23.0
W346,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
W347,12.0,11.0,8.0,11.0,6.0,11.0,7.0,7.0,12.0
W348,54.0,63.0,45.0,40.0,52.0,21.0,30.0,45.0,48.0
W349,290.0,238.0,232.0,370.0,361.0,616.0,589.0,475.0,351.0
W350,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0
W353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W356,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
W358,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
W359,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
W360,20.0,17.0,17.0,8.0,15.0,15.0,25.0,17.0,27.0
W361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
W364,1.0,8.0,2.0,3.0,5.0,1.0,4.0,1.0,0.0
W365,2.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0
W366,0.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0
W367,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
W368,1.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0
W369,3.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0
W370,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W374,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
W375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W376,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0
W378,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
W379,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0
W380,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
W384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
W385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W386,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
W388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W390,4.0,5.0,7.0,4.0,4.0,3.0,5.0,1.0,5.0
W392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W394,10.0,3.0,17.0,1.0,3.0,3.0,1.0,0.0,9.0
W395,1.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
W396,6.0,4.0,8.0,9.0,1.0,1.0,1.0,5.0,5.0
W397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
W398,6.0,3.0,6.0,3.0,0.0,2.0,6.0,4.0,1.0
W399,1.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,6.0
W400,6.0,13.0,13.0,6.0,13.0,9.0,13.0,16.0,15.0
W401,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
W403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W404,5.0,3.0,5.0,22.0,8.0,5.0,5.0,4.0,4.0
W405,3.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0
W406,14.0,36.0,6.0,8.0,4.0,3.0,6.0,4.0,8.0
W407,0.0,1.0,2.0,1.0,12.0,1.0,0.0,3.0,4.0
W408,3.0,15.0,6.0,3.0,5.0,6.0,7.0,3.0,7.0
W409,3.0,1.0,2.0,5.0,8.0,3.0,4.0,1.0,9.0
W440,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
W442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W449,3.0,3.0,4.0,7.0,3.0,1.0,0.0,3.0,3.0
W450,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
W454,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W459,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
W490,13.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
W492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W494,12.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0
W495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W496,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
W497,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W498,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
W499,33.0,18.0,17.0,3.0,0.0,1.0,0.0,1.0,0.0
W500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W503,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W508,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
W513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W540,10.0,7.0,6.0,8.0,16.0,12.0,7.0,10.0,4.0
W541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W544,4.0,3.0,6.0,6.0,5.0,2.0,5.0,9.0,5.0
W545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W547,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0
W548,2.0,0.0,1.0,5.0,1.0,3.0,2.0,4.0,1.0
W549,0.0,4.0,4.0,4.0,1.0,3.0,9.0,8.0,5.0
W550,3.0,3.0,5.0,6.0,5.0,4.0,3.0,4.0,2.0
W553,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
W554,7.0,7.0,6.0,8.0,6.0,9.0,3.0,5.0,4.0
W555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W557,13.0,19.0,15.0,11.0,13.0,11.0,5.0,4.0,11.0
W558,7.0,4.0,2.0,2.0,6.0,1.0,2.0,3.0,4.0
W559,10.0,8.0,5.0,6.0,7.0,2.0,8.0,5.0,5.0
W564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W568,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
W570,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W579,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0
W580,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
W588,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
W589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W597,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
W599,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
W640,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
W644,1.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
W645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
W647,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0
W648,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
W649,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0
W650,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
W655,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
W658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
W660,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
W669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W670,6.0,6.0,4.0,4.0,7.0,6.0,1.0,3.0,8.0
W671,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
W673,17.0,6.0,10.0,3.0,4.0,1.0,1.0,4.0,2.0
W674,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0
W675,10.0,8.0,9.0,9.0,9.0,6.0,6.0,7.0,9.0
W676,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
W677,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
W678,21.0,17.0,11.0,22.0,22.0,8.0,12.0,13.0,16.0
W679,2.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,5.0
W680,2.0,8.0,7.0,1.0,7.0,1.0,7.0,3.0,4.0
W682,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
W683,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
W684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W685,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0
W686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
W687,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
W688,3.0,7.0,7.0,5.0,9.0,3.0,8.0,6.0,7.0
W689,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0
W690,0.0,2.0,2.0,6.0,6.0,1.0,0.0,0.0,5.0
W693,4.0,2.0,0.0,7.0,8.0,2.0,7.0,5.0,1.0
W694,27.0,45.0,25.0,39.0,41.0,36.0,58.0,50.0,56.0
W695,0.0,4.0,17.0,12.0,12.0,10.0,9.0,11.0,1.0
W696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
W697,42.0,28.0,36.0,20.0,22.0,14.0,19.0,28.0,15.0
W698,664.0,712.0,668.0,512.0,518.0,407.0,436.0,495.0,410.0
W699,7.0,9.0,2.0,16.0,40.0,12.0,41.0,47.0,44.0
W700,2.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0
W701,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
W703,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
W704,13.0,16.0,7.0,8.0,12.0,7.0,5.0,11.0,7.0
W705,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
W706,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
W707,21.0,14.0,10.0,8.0,8.0,9.0,3.0,6.0,8.0
W708,100.0,84.0,71.0,42.0,60.0,47.0,49.0,49.0,44.0
W709,0.0,1.0,3.0,2.0,8.0,3.0,8.0,2.0,6.0
W730,103.0,85.0,85.0,78.0,74.0,59.0,58.0,40.0,47.0
W731,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
W732,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
W733,3.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0
W734,52.0,46.0,53.0,36.0,49.0,43.0,37.0,40.0,37.0
W735,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0
W736,3.0,1.0,5.0,7.0,2.0,1.0,5.0,2.0,0.0
W737,59.0,42.0,50.0,64.0,47.0,30.0,27.0,33.0,23.0
W738,171.0,161.0,167.0,154.0,145.0,121.0,105.0,101.0,104.0
W739,6.0,6.0,6.0,16.0,19.0,21.0,14.0,20.0,17.0
W740,97.0,78.0,68.0,64.0,78.0,60.0,99.0,103.0,85.0
